month_1,month_2,month_3,day_off,avalanche,danger_level,nedbor,vind_styrke,temperatur_mean,aval_probability_id_0,aval_probability_id_3,aval_probability_id_5,aval_probability_id_7,aval_probability_id_10,aval_probability_id_30,aval_probability_id_45,aval_probability_id_50
0.0,0.0,0.0,0.0,0.0,0.25,0.022222222222222223,0.14285714285714285,0.43617021276595747,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.022222222222222223,0.5714285714285714,0.5425531914893617,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.03333333333333333,0.5714285714285714,0.4787234042553191,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.07777777777777778,0.5714285714285714,0.5425531914893617,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.06666666666666667,0.5714285714285714,0.6276595744680851,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.08888888888888889,0.5714285714285714,0.5851063829787234,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.044444444444444446,0.2857142857142857,0.46808510638297873,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.13333333333333333,0.7142857142857142,0.648936170212766,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.11111111111111112,0.5714285714285714,0.4574468085106383,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.11111111111111112,0.5714285714285714,0.48936170212765956,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
