month_1,month_2,month_3,day_off,avalanche,danger_level,nedbor,vind_styrke,temperatur_mean,aval_probability_id_0,aval_probability_id_3,aval_probability_id_5,aval_probability_id_7,aval_probability_id_10,aval_probability_id_30,aval_probability_id_45,aval_probability_id_50
0.0,0.0,0.0,0.0,1.0,0.75,0.1333333333333333,0.2857142857142857,0.5851063829787234,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.5,0.0555555555555555,0.5714285714285714,0.5744680851063829,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0
0.0,0.0,0.0,0.0,1.0,0.75,0.0333333333333333,0.8571428571428571,0.4680851063829787,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.5,0.0111111111111111,0.1428571428571428,0.5106382978723404,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.5,0.0333333333333333,0.1428571428571428,0.5531914893617021,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.5,0.1111111111111111,0.7142857142857142,0.5212765957446808,0.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.75,0.0666666666666666,0.2857142857142857,0.648936170212766,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.75,0.1111111111111111,0.2857142857142857,0.5106382978723404,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.75,0.0555555555555555,0.1428571428571428,0.5319148936170213,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.4285714285714285,0.5531914893617021,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.4285714285714285,0.4787234042553191,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.1428571428571428,0.5212765957446808,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.2857142857142857,0.4787234042553191,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.1428571428571428,0.351063829787234,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.1428571428571428,0.4042553191489361,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.2857142857142857,0.4468085106382978,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.5,0.0555555555555555,0.2857142857142857,0.4893617021276595,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.5,0.0555555555555555,0.4285714285714285,0.5425531914893617,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.5,0.1111111111111111,0.4285714285714285,0.4468085106382978,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.4285714285714285,0.3723404255319149,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.2857142857142857,0.3936170212765957,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.75,0.1111111111111111,0.4285714285714285,0.5531914893617021,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0
